"age","incident_hour_of_the_day","number_of_vehicles_involved","auto_make","auto_year","state","severity","start_time","end_time","temperature","humidity","visibility","wind_speed","precipitation"
43,"7",1,"BMW",1997,"CA",3,"2019-08-13 18:54:15","2019-08-13 19:23:57","74.0","62.0","10.0","7.0","0.0"
31,"9",1,"Suburu",2011,"SC",2,"2019-05-16 15:20:32","2019-05-16 16:20:51","79.0","47.0","10.0","7.0","0.0"
49,"3",1,"Suburu",2006,"FL",2,"2017-10-16 05:19:07","2017-10-16 11:19:07","75.0","96.0","6.0",NULL,NULL
39,"6",1,"Chevrolet",2015,"SC",3,"2016-09-29 10:10:56","2016-09-29 16:10:56","72.0","61.0","10.0","5.8",NULL
62,"7",3,"Chevrolet",2009,"CO",3,"2018-07-25 11:07:17","2018-07-25 11:36:56","73.9","59.0","10.0","15.0",NULL
39,"21",3,"Saab",1995,"MI",3,"2018-05-25 07:53:24","2018-05-25 13:53:24","64.9","63.0","7.0","4.6",NULL
43,"14",1,"BMW",2011,"PA",3,"2020-05-07 16:36:23","2020-05-07 17:06:02","65.0","22.0","10.0","12.0","0.0"
32,"0",1,"Ford",1999,"VA",2,"2020-11-24 00:31:00","2020-11-24 03:17:19","34.0","82.0","10.0","0.0","0.0"
29,"14",3,"Audi",2005,"CA",2,"2020-03-15 12:38:00","2020-03-15 13:29:47","50.0","87.0","7.0","12.0",NULL
48,"13",4,"Mercedes",2003,"KS",3,"2018-10-08 09:43:48","2018-10-08 10:13:35",NULL,NULL,NULL,NULL,NULL
53,"8",1,"Suburu",2002,"VA",2,"2020-10-31 08:12:30","2020-11-01 10:13:29","39.0","86.0","10.0","0.0","0.0"
24,"7",1,"Toyota",2015,"CA",2,"2020-01-04 08:52:00","2020-01-04 10:03:26","56.0","60.0","10.0","0.0","0.0"
37,"9",1,"Dodge",1999,"AL",2,"2019-10-24 21:52:29","2019-10-24 22:22:07","60.0","64.0","10.0","6.0","0.0"
50,"12",3,"Volkswagen",2009,"TX",3,"2019-07-31 17:14:32","2019-07-31 18:44:47","90.0","62.0","10.0","9.0",NULL
40,"6",3,"Dodge",2004,"FL",2,"2020-10-28 18:06:30","2020-10-28 23:23:00","83.0","74.0","10.0","15.0","0.0"
33,"11",1,"Suburu",2009,"SC",2,"2019-11-12 13:46:03","2019-11-12 14:50:07","43.0","68.0","10.0","8.0","0.0"
43,"5",3,"Audi",2006,"CA",2,"2020-09-24 07:39:00","2020-09-24 10:22:38","60.0","86.0","9.0","5.0","0.0"
26,"14",1,"Audi",2008,"GA",3,"2016-11-22 20:13:15","2016-11-22 20:42:19","43.0","47.0","10.0",NULL,NULL
28,"17",1,"BMW",2004,"MN",2,"2019-10-18 05:46:00","2019-10-18 07:19:46","45.0","74.0","10.0","16.0","0.0"
46,"0",1,"Saab",1998,"TX",2,"2019-09-12 10:18:43","2019-09-12 11:19:28","81.0","79.0","10.0","9.0","0.0"
43,"21",3,"BMW",1999,"FL",4,"2016-12-08 22:32:49","2016-12-09 04:32:49","73.9","87.0","7.0","3.5",NULL
44,"18",1,"Honda",2009,"SC",2,"2020-11-11 19:01:05","2020-11-11 21:00:53","73.0","94.0","10.0","0.0","0.0"
49,"17",1,"Jeep",2012,"TX",2,"2020-12-19 06:35:32","2020-12-19 07:50:32","63.0","87.0","10.0","6.0","0.0"
50,"19",1,"Chevrolet",1995,"GA",2,"2020-11-21 00:07:00","2020-11-21 01:33:00","53.0","80.0","10.0","0.0","0.0"
50,"17",3,"Mercedes",1995,"CA",3,"2016-07-15 16:08:40","2016-07-15 17:23:40","98.1","14.0","10.0","9.2",NULL
38,"23",3,"Accura",2008,"MO",2,"2020-10-06 10:18:28","2020-10-06 12:18:00","63.0","65.0","10.0","14.0","0.0"
41,"4",1,"Jeep",1999,"CA",3,"2016-05-28 05:13:40","2016-05-28 11:13:40","61.0","81.0","10.0","4.6",NULL
52,"2",2,"Accura",2010,"CA",2,"2020-03-23 07:28:30","2020-03-23 08:20:16","57.0","83.0","10.0","0.0","0.01"
52,"2",1,"Toyota",2005,"FL",2,"2020-10-19 07:30:47","2020-10-19 09:00:26","71.0","84.0","10.0","6.0","0.0"
53,"10",3,"Saab",2015,"PA",2,"2017-02-17 07:48:16","2017-02-17 08:17:40","25.9","61.0","10.0","5.8",NULL
37,"2",1,"Accura",2000,"LA",3,"2018-02-23 06:29:10","2018-02-23 06:58:06",NULL,NULL,NULL,NULL,NULL
34,"18",1,"Honda",2005,"FL",2,"2019-02-20 14:50:58","2019-02-20 15:20:18","86.0","58.0","10.0","10.4",NULL
46,"18",1,"Volkswagen",2005,"CA",2,"2020-09-01 14:29:28","2020-09-01 15:15:04","72.0","55.0","9.0","12.0","0.0"
42,"7",4,"Toyota",2006,"NJ",2,"2020-11-01 22:24:56","2020-11-02 00:26:48","47.0","60.0","10.0","12.0","0.0"
35,"19",3,"Nissan",1999,"CA",2,"2018-01-13 13:46:21","2018-01-13 14:30:55","86.0","13.0","10.0","11.5",NULL
28,"10",3,"Audi",2015,"CA",2,"2020-06-27 23:24:00","2020-06-28 00:36:25","70.0","53.0","10.0","17.0","0.0"
54,"16",3,"Nissan",2009,"IN",3,"2020-01-30 08:15:21","2020-01-30 08:42:50","32.0","79.0","10.0","3.0","0.0"
32,"17",1,"Dodge",1999,"OR",2,"2018-12-04 07:05:56","2018-12-04 11:05:56","30.9","85.0","10.0","4.6",NULL
26,"2",3,"Audi",1996,"FL",2,"2018-04-06 06:12:32","2018-04-06 06:42:01","64.0","84.0","10.0","3.5",NULL
41,"19",1,"Saab",2010,"WA",2,"2019-01-11 13:53:13","2019-01-11 14:22:57","59.0","41.0","10.0","9.2",NULL
37,"0",1,"Suburu",1999,"KY",2,"2018-12-19 12:16:05","2018-12-19 12:45:59","50.0","50.0","10.0","5.8",NULL
43,"16",1,"Saab",2015,"FL",2,"2020-10-21 08:30:12","2020-10-21 09:45:12","75.0","87.0","2.0","9.0","0.0"
38,"20",1,"Chevrolet",2001,"NJ",2,"2016-05-03 12:40:39","2016-05-03 18:40:39","54.0","97.0","6.0","8.1","0.0"
40,"10",1,"Nissan",2001,"NC",2,"2018-03-04 16:44:06","2018-03-04 17:29:00","60.1","17.0","10.0","11.5",NULL
36,"21",3,"Dodge",2012,"SC",2,"2019-05-09 14:23:54","2019-05-09 15:08:38","81.0","54.0","10.0","8.0",NULL
28,"3",1,"Mercedes",2014,"CA",2,"2017-03-05 06:54:59","2017-03-05 07:24:35","50.0","87.0","10.0",NULL,NULL
51,"7",1,"Dodge",2012,"CA",2,"2019-10-17 01:42:00","2019-10-17 02:34:33","60.0","96.0","10.0",NULL,"0.8"
28,"19",1,"Saab",2008,"CA",2,"2019-11-03 18:50:00","2019-11-03 19:22:48","65.0","33.0","9.0","0.0","0.0"
44,"15",3,"Chevrolet",2010,"CA",2,"2020-05-23 21:22:00","2020-05-23 23:35:30","68.0","59.0","10.0","5.0","0.0"
27,"7",1,"Mercedes",2009,"CA",2,"2019-12-18 14:19:00","2019-12-18 15:31:45","59.0","13.0","10.0","6.0",NULL
30,"19",1,"Chevrolet",2001,"OH",2,"2018-10-03 08:12:05","2018-10-03 08:41:57","68.0","100.0","0.0","8.1",NULL
28,"13",2,"Suburu",2009,"CA",2,"2020-11-25 02:46:00","2020-11-25 05:39:25","40.0","100.0","0.25","0.0","0.0"
27,"2",3,"Ford",2011,"VA",2,"2019-07-29 17:41:42","2019-07-29 19:48:35","91.0","35.0","10.0","7.0","0.0"
40,"5",1,"Saab",1998,"IL",2,"2019-11-26 09:05:35","2019-11-26 09:50:07","42.0","85.0","10.0","9.0","0.0"
61,"21",1,"Nissan",2004,"OK",2,"2017-11-13 06:45:52","2017-11-13 07:15:38","46.9","86.0","10.0","5.8",NULL
23,"21",3,"Chevrolet",2002,"CA",2,"2019-05-30 15:18:47","2019-05-30 16:03:35","61.0","67.0","10.0","17.0","0.0"
57,"7",3,"Dodge",1995,"IN",2,"2018-07-03 07:24:36","2018-07-03 07:54:30","73.9","91.0","7.0","4.6",NULL
36,"16",3,"Accura",2004,"MD",2,"2020-07-22 13:40:40","2020-07-22 14:40:24","93.0","46.0","7.0","0.0","0.0"
43,"13",1,"Mercedes",2010,"MN",3,"2019-10-31 13:52:43","2019-10-31 17:33:08","31.0","54.0","10.0","0.0","0.0"
40,"2",1,"Toyota",2014,"CA",2,"2017-09-01 05:21:45","2017-09-01 11:21:45","72.0","84.0","10.0",NULL,NULL
30,"19",3,"Suburu",1995,"CT",2,"2020-12-24 07:53:00","2020-12-24 09:54:00","33.0","85.0","10.0","0.0","0.0"
29,"17",1,"Dodge",2014,"OR",2,"2018-09-18 07:49:50","2018-09-18 08:34:26","46.0","70.0","10.0",NULL,NULL
31,"3",1,"Ford",2013,"OR",2,"2020-03-31 06:45:31","2020-03-31 10:45:31","46.0","93.0","2.0","15.0","0.05"
43,"17",3,"Volkswagen",2013,"FL",2,"2019-04-18 08:41:21","2019-04-18 09:11:13","81.0","69.0","9.0","14.0","0.0"
40,"5",3,"Dodge",2001,"NC",2,"2018-12-20 12:54:23","2018-12-20 13:21:37","48.2","100.0","1.0","5.8",NULL
30,"9",1,"Volkswagen",2010,"CA",2,"2020-04-09 14:17:22","2020-04-09 14:32:22","51.0","86.0","1.0","5.0","0.1"
57,"9",1,"Audi",1999,"CA",2,"2020-03-08 00:35:00","2020-03-08 01:48:31","45.0","86.0","10.0","0.0","0.0"
45,"9",3,"Toyota",2006,"FL",2,"2020-10-27 18:41:00","2020-10-27 20:56:06","81.0","74.0","10.0","10.0","0.0"
29,"22",3,"BMW",2009,"MI",2,"2020-12-24 22:05:00.000000000","2020-12-24 23:30:00.000000000","23.0","63.0","10.0","8.0","0.0"
37,"15",3,"Nissan",2001,"CA",3,"2018-01-31 18:05:09","2018-01-31 18:34:13","59.0","62.0","10.0","8.1",NULL
36,"14",3,"Chevrolet",2007,"CA",2,"2020-10-07 14:59:08","2020-10-07 16:28:06","81.0","45.0","7.0","7.0","0.0"
55,"6",3,"Toyota",2003,"ME",2,"2018-07-30 16:40:08","2018-07-30 22:40:08","78.1","54.0","10.0","8.1",NULL
40,"6",1,"Audi",2012,"MN",2,"2017-10-10 08:29:03","2017-10-10 09:28:24","39.2","75.0","10.0",NULL,NULL
47,"22",4,"Jeep",2010,"OK",2,"2020-12-20 15:21:12","2020-12-20 16:35:59","57.0","39.0","10.0","8.0","0.0"
26,"14",3,"Nissan",2002,"NY",2,"2020-11-06 22:06:25","2020-11-07 03:42:05","65.0","45.0","10.0","7.0","0.0"
39,"16",3,"Ford",1997,"SC",3,"2018-01-31 07:25:57","2018-01-31 08:25:43","27.0","89.0","10.0",NULL,NULL
43,"10",3,"Jeep",2008,"IA",2,"2018-10-25 18:40:51","2018-10-25 19:10:17","50.0","63.0","10.0","8.1","0.0"
42,"9",3,"Saab",2012,"OK",2,"2019-04-29 15:22:25","2019-04-29 16:37:00","65.0","90.0","9.0","16.0","0.0"
41,"4",1,"BMW",2004,"AZ",3,"2019-05-14 21:25:26","2019-05-14 22:25:55","93.0","15.0","10.0","8.0","0.0"
33,"6",3,"Nissan",2011,"CA",2,"2018-04-23 07:36:13","2018-04-23 13:36:13","55.9","75.0","9.0","5.8",NULL
38,"15",3,"BMW",1997,"NY",3,"2019-01-17 09:27:26","2019-01-17 09:56:43","30.9","57.0","10.0","3.5",NULL
39,"12",3,"Nissan",2012,"TN",2,"2020-08-12 07:16:33","2020-08-12 08:16:23","78.0","84.0","8.0","5.0","0.0"
33,"3",1,"Chevrolet",2013,"TX",2,"2020-12-17 22:50:00","2020-12-18 00:29:14","44.0","59.0","10.0","8.0","0.0"
40,"14",1,"Jeep",2003,"MI",2,"2020-09-22 03:55:00","2020-09-22 08:11:59","50.0","80.0","10.0","3.0","0.0"
58,"10",1,"BMW",1997,"FL",2,"2017-04-11 09:10:57","2017-04-11 15:10:57","75.0","55.0","10.0","9.2",NULL
36,"17",3,"Ford",2009,"PA",2,"2017-04-28 10:08:00","2017-04-28 10:37:48","72.0","64.0","10.0","12.7",NULL
33,"8",1,"Accura",2008,"CA",2,"2018-03-07 17:34:47","2018-03-07 18:19:22","64.9","52.0","10.0","4.6",NULL
31,"14",3,"Suburu",1999,"KS",3,"2017-08-08 10:38:32","2017-08-08 11:07:54",NULL,NULL,NULL,NULL,NULL
40,"6",1,"Toyota",1997,"CA",2,"2020-11-18 19:45:00","2020-11-18 21:04:32","34.0","93.0","4.0","6.0","0.0"
25,"6",1,"Ford",2013,"TN",2,"2019-02-28 07:22:02","2019-02-28 07:51:44","44.1","71.0","9.0","8.1",NULL
39,"8",1,"BMW",2013,"NY",2,"2016-08-14 09:33:13","2016-08-14 15:33:13","75.0","73.0","10.0","6.9",NULL
42,"13",1,"Chevrolet",1996,"TX",2,"2020-12-06 23:00:25","2020-12-07 02:21:25","55.0","57.0","10.0","10.0","0.0"
40,"0",3,"BMW",2010,"CA",2,"2020-11-19 02:22:00","2020-11-19 03:52:44","56.0","93.0","3.0","3.0","0.0"
31,"14",3,"BMW",2014,"OK",2,"2020-11-13 10:45:44","2020-11-13 12:10:49","44.0","58.0","10.0","8.0","0.0"
34,"13",1,"Mercedes",1998,"MI",2,"2019-03-11 16:42:52","2019-03-11 17:12:31","39.9","38.0","10.0","13.8",NULL
37,"16",4,"Honda",2010,"CA",2,"2019-01-31 10:12:02","2019-01-31 10:42:02","57.9","81.0","2.0","6.9","0.05"
31,"13",1,"Mercedes",2009,"OR",2,"2018-09-24 19:30:43","2018-09-24 23:30:43","59.0","24.0","10.0","10.4",NULL
43,"15",3,"Audi",2010,"VA",2,"2020-04-21 15:41:52","2020-04-21 15:56:52","69.0","57.0","10.0","13.0","0.03"
39,"3",1,"Dodge",2003,"CT",2,"2020-12-30 17:22:00","2020-12-30 20:32:43","40.0","65.0","10.0","14.0","0.0"
35,"7",1,"Nissan",2003,"NJ",2,"2020-11-16 13:41:11","2020-11-16 15:10:36","51.0","39.0","10.0","15.0","0.0"
27,"16",2,"Accura",2006,"PA",2,"2017-09-07 11:37:06","2017-09-07 12:06:46","63.0","75.0","8.0","6.9",NULL
43,"15",1,"Audi",2008,"CA",2,"2016-10-14 14:21:37","2016-10-14 15:06:23","80.0","39.0","10.0","7.0","0.0"
31,"21",3,"Honda",2001,"FL",2,"2017-01-10 06:50:28","2017-01-10 12:50:28","50.0","93.0","10.0",NULL,NULL
44,"23",3,"Jeep",2013,"OR",2,"2019-02-17 04:59:42","2019-02-17 08:59:42","33.1","89.0","10.0","4.6",NULL
40,"5",1,"Ford",1997,"SC",2,"2020-09-30 18:40:14","2020-09-30 19:39:54","68.0","56.0","10.0","3.0","0.0"
47,"15",3,"Accura",2001,"MA",3,"2017-03-23 16:26:25","2017-03-23 17:10:53","32.0","24.0","10.0","18.4",NULL
34,"14",1,"Honda",2009,"IA",3,"2017-10-19 06:57:28","2017-10-19 07:26:58","39.9","97.0","10.0",NULL,NULL
29,"1",1,"Mercedes",1996,"AZ",2,"2019-09-12 14:25:43","2019-09-12 15:40:17","99.0","15.0","10.0","6.0","0.0"
37,"14",3,"Nissan",1998,"UT",2,"2018-12-07 05:35:00","2018-12-07 07:30:00","25.2","95.0","7.0",NULL,NULL
37,"17",3,"Suburu",1999,"TX",3,"2018-05-24 20:00:36","2018-05-24 20:30:14","84.0","55.0","10.0","5.8",NULL
36,"20",3,"BMW",2008,"CA",2,"2020-03-12 12:37:00","2020-03-12 13:08:59","56.0","87.0","3.0","10.0","0.16"
41,"10",3,"Toyota",2014,"CA",2,"2020-11-24 01:37:00","2020-11-24 04:06:58","39.0","93.0","10.0","0.0",NULL
26,"3",3,"Honda",2001,"IN",2,"2018-09-17 08:30:39","2018-09-17 09:18:00","72.0","84.0","10.0","3.5",NULL
33,"0",1,"Suburu",2012,"PA",2,"2016-12-22 10:53:01","2016-12-22 11:22:38","42.1","55.0","10.0","8.1",NULL
59,"10",3,"Toyota",2014,"CA",2,"2020-04-27 09:32:13","2020-04-27 10:46:48","74.0","45.0","10.0","3.0","0.0"
30,"13",3,"BMW",2009,"KY",3,"2019-12-29 13:10:15","2019-12-29 13:55:04","61.0","90.0","2.0","12.0","0.19"
42,"14",1,"Nissan",1998,"MD",2,"2019-10-22 14:15:53","2019-10-22 14:58:07","60.0","90.0","10.0","10.0","0.0"
46,"22",3,"BMW",2009,"CA",2,"2020-01-01 05:52:00","2020-01-01 07:24:25","43.0","68.0","10.0","5.0","0.0"
45,"8",3,"Accura",1998,"NY",3,"2019-10-21 07:41:29","2019-10-21 08:59:29","36.0","97.0","0.25","0.0","0.0"
33,"1",3,"Toyota",2006,"SC",2,"2018-04-09 17:47:21","2018-04-09 18:47:07","52.0","77.0","10.0","5.8",NULL
30,"19",1,"Suburu",2006,"CA",2,"2018-07-05 17:36:56","2018-07-05 23:36:56","91.0","23.0","10.0","8.1",NULL
37,"17",1,"Toyota",2005,"NY",2,"2019-08-29 14:39:15","2019-08-29 15:24:03","82.0","42.0","10.0","14.0","0.0"
30,"13",3,"Dodge",2010,"KY",3,"2018-11-13 07:41:34","2018-11-13 08:10:34","37.0","86.0","3.0","11.5","0.01"
44,"4",1,"BMW",2012,"NY",2,"2018-12-19 20:08:04","2018-12-19 21:07:48","37.0","50.0","10.0","4.6",NULL
50,"14",3,"Audi",2015,"AZ",2,"2020-09-22 23:57:00","2020-09-23 01:24:29","86.0","31.0","10.0","0.0",NULL
26,"4",2,"Honda",2000,"SC",2,"2020-03-09 18:20:57","2020-03-09 19:20:44","64.0","42.0","10.0","7.0","0.0"
55,"23",3,"Nissan",2010,"NY",2,"2018-12-29 08:06:05","2018-12-29 08:35:44","43.0","60.0","10.0","15.0",NULL
49,"21",3,"Volkswagen",2003,"OR",2,"2018-08-07 22:06:21","2018-08-08 02:06:21","80.1","43.0","10.0","4.6",NULL
47,"23",3,"Chevrolet",2014,"TX",2,"2016-10-14 17:09:30","2016-10-14 17:39:18","89.6","52.0","10.0",NULL,NULL
40,"6",3,"Audi",2002,"CA",3,"2019-09-18 10:32:59","2019-09-18 12:02:50","75.0","57.0","10.0","5.0","0.0"
31,"21",1,"Honda",2009,"SC",2,"2019-01-11 12:37:08","2019-01-11 13:06:52","42.1","37.0","10.0",NULL,NULL
28,"23",1,"Toyota",2005,"FL",2,"2017-03-21 11:41:39","2017-03-21 12:11:00","75.9","43.0","10.0","5.8",NULL
46,"3",3,"Nissan",2004,"CA",2,"2018-09-19 17:09:25","2018-09-19 17:39:14","87.1","24.0","10.0","8.1",NULL
25,"8",1,"Nissan",2005,"TX",2,"2020-11-24 15:02:42","2020-11-24 16:17:42","68.0","94.0","7.0","10.0","0.0"
26,"4",1,"Suburu",1995,"SC",2,"2020-12-25 04:44:37.000000000","2020-12-25 06:45:27.000000000","28.0","58.0","9.0","21.0","0.0"
30,"22",1,"Ford",2004,"MD",4,"2019-05-04 00:46:14","2019-05-04 01:14:30","63.0","94.0","5.0","0.0",NULL
31,"16",1,"BMW",2002,"CA",2,"2016-08-14 16:09:04","2016-08-14 16:39:04","75.0","69.0","10.0","8.1",NULL
39,"14",3,"Chevrolet",2008,"PA",3,"2020-01-08 17:19:43","2020-01-08 18:16:36","33.0","51.0","10.0","15.0","0.0"
37,"13",1,"Dodge",1999,"VA",3,"2018-08-16 07:45:40","2018-08-16 08:15:13","73.9","91.0","9.0",NULL,NULL
30,"20",1,"Saab",2000,"LA",1,"2020-04-14 09:30:52","2020-04-14 09:45:52","62.0","84.0","10.0","13.0","0.0"
35,"0",3,"Suburu",1996,"SC",2,"2017-08-31 19:30:22","2017-08-31 20:00:05","75.0","90.0","10.0","6.9",NULL
45,"23",3,"Audi",2014,"SC",2,"2019-09-17 07:28:13","2019-09-17 07:56:10","74.0","73.0","10.0","0.0","0.0"
42,"13",1,"BMW",2000,"LA",4,"2020-03-20 14:00:37","2020-03-20 14:15:37","82.0","62.0","10.0","13.0","0.0"
26,"8",1,"Suburu",2008,"CA",2,"2019-10-03 19:48:00","2019-10-03 20:42:00","68.0","56.0","10.0","3.0","0.0"
47,"3",1,"Ford",2011,"CA",2,"2020-03-04 14:42:00","2020-03-04 15:35:32","75.0","34.0","10.0","0.0","0.0"
38,"16",1,"Jeep",2012,"OR",2,"2020-01-24 18:41:48","2020-01-24 22:41:48","52.0","82.0","9.0","9.0","0.0"
28,"19",1,"Jeep",2002,"FL",2,"2017-02-15 18:13:02","2017-02-15 18:42:13","75.0","69.0","10.0","20.7","0.0"
56,"0",1,"Suburu",2002,"IL",2,"2020-10-14 12:12:00","2020-10-14 23:39:00","64.0","40.0","10.0","14.0","0.0"
43,"12",1,"Mercedes",2005,"MD",3,"2019-02-11 05:17:13","2019-02-11 05:46:52","32.0","96.0","2.5","3.5","0.02"
34,"21",3,"Audi",2009,"MO",4,"2020-01-08 12:08:49","2020-01-08 12:38:35","41.0","41.0","10.0","13.0","0.0"
39,"0",1,"Accura",2002,"LA",2,"2020-09-22 16:49:56","2020-09-22 18:23:28","77.0","82.0","10.0","14.0","0.0"
43,"22",1,"Volkswagen",2011,"PA",2,"2020-12-21 01:30:00","2020-12-21 05:06:21","36.0","100.0","4.0","0.0","0.0"
44,"20",3,"Audi",2007,"CT",2,"2018-10-26 16:30:14","2018-10-26 17:00:00","48.0","44.0","10.0","3.5",NULL
26,"0",1,"Honda",2011,"NY",4,"2019-07-11 18:25:32","2019-07-11 18:55:27","75.0","87.0","10.0","12.0","0.0"
57,"20",1,"Suburu",2000,"LA",2,"2020-11-12 20:03:00","2020-11-12 23:27:38","63.0","75.0","10.0","5.0","0.0"
27,"1",3,"Volkswagen",1995,"NY",3,"2017-10-11 09:44:45","2017-10-11 10:13:31","55.9","67.0","10.0","8.1",NULL
43,"11",1,"Nissan",1997,"SC",2,"2018-03-01 16:00:51","2018-03-01 17:05:00","59.0","96.0","4.0","6.9","0.03"
37,"14",3,"Ford",1995,"FL",2,"2020-11-12 04:41:00","2020-11-12 06:02:13","77.0","84.0","10.0","16.0","0.0"
28,"20",3,"Suburu",2010,"FL",2,"2018-05-23 11:56:26","2018-05-23 17:56:26","84.0","65.0","10.0","13.8",NULL
33,"22",1,"Jeep",2004,"VA",2,"2020-12-19 05:09:45","2020-12-19 06:48:59","28.0","85.0","10.0","0.0","0.0"
44,"12",1,"Saab",2005,"FL",2,"2020-03-11 08:00:57","2020-03-11 08:45:44","61.0","97.0","0.25","0.0","0.0"
61,"3",3,"Chevrolet",1997,"GA",2,"2019-06-07 05:22:12","2019-06-07 06:10:06","70.0","90.0","9.0","17.0","0.09"
24,"15",3,"Toyota",2011,"MD",2,"2016-12-21 08:22:00","2016-12-21 14:22:00","28.9","69.0","10.0","6.9",NULL
30,"8",1,"Saab",1999,"TX",2,"2017-01-11 11:17:13","2017-01-11 11:46:59","75.2","65.0","9.0","6.9",NULL
41,"13",3,"Mercedes",2011,"PA",2,"2016-05-20 07:56:19","2016-05-20 13:56:19","60.1","47.0","10.0","6.9",NULL
46,"8",1,"Volkswagen",2005,"IL",3,"2019-10-01 16:19:28","2019-10-01 17:34:35","87.0","61.0","10.0","10.0","0.0"
31,"7",1,"BMW",2013,"IL",2,"2017-05-30 22:40:02","2017-05-31 04:40:02","60.1","62.0","10.0","6.9",NULL
36,"9",1,"Volkswagen",2015,"OR",2,"2019-05-16 15:36:12","2019-05-16 19:36:12","53.0","47.0","10.0","22.0","0.0"
47,"15",1,"Toyota",1996,"TX",3,"2016-11-11 18:59:51","2016-11-11 19:44:51","66.2","64.0","10.0",NULL,NULL
19,"5",1,"Accura",2011,"CA",3,"2016-07-29 21:24:19","2016-07-29 22:24:19","78.1","54.0","10.0","6.9",NULL
47,"15",4,"Dodge",2002,"FL",2,"2020-12-19 13:32:00","2020-12-20 11:49:30","76.0","50.0","10.0","10.0","0.0"
57,"22",3,"Saab",1995,"PA",2,"2019-11-25 12:45:59","2019-11-25 13:15:07","56.0","45.0","10.0","7.0","0.0"
41,"16",2,"Honda",2015,"CA",2,"2019-12-30 16:04:13","2019-12-30 17:33:59","55.0","63.0","10.0","0.0",NULL
30,"7",1,"Suburu",2009,"CA",3,"2017-02-06 04:34:01","2017-02-06 10:34:01","53.6","94.0","3.0","9.2","0.09"
31,"2",1,"Honda",2002,"OR",2,"2019-10-19 12:30:20","2019-10-19 16:30:20","47.0","56.0","10.0","24.0","0.0"
53,"17",4,"Suburu",2012,"FL",2,"2017-06-21 18:05:54","2017-06-21 19:05:38","89.1","65.0","10.0","13.8",NULL
44,"12",3,"Volkswagen",2006,"VA",4,"2018-11-20 14:57:53","2018-11-20 15:27:26","53.6","55.0","10.0","11.5",NULL
29,"9",1,"Dodge",2013,"NJ",2,"2018-05-31 16:49:32","2018-05-31 17:18:34","69.8","94.0","3.0","4.6",NULL
26,"16",1,"Toyota",2009,"VA",3,"2018-03-22 14:52:48","2018-03-22 15:52:29","48.9","39.0","10.0","10.4",NULL
41,"19",3,"Audi",2006,"CA",3,"2017-04-03 14:51:28","2017-04-03 15:36:09","62.6","68.0","10.0","11.5",NULL
32,"14",3,"Mercedes",2013,"CA",3,"2019-08-30 17:42:25","2019-08-30 18:11:09","87.0","41.0","10.0","3.0","0.0"
41,"18",3,"Audi",2014,"IA",3,"2017-01-16 02:48:13","2017-01-16 08:48:13","31.3","100.0","5.0","8.1",NULL
34,"23",1,"Chevrolet",2012,"TX",3,"2020-04-14 08:57:04","2020-04-14 09:57:04","54.0","72.0","10.0","15.0","0.0"
29,"15",3,"Nissan",2004,"MN",2,"2018-07-25 15:43:33","2018-07-25 16:12:51","73.0","81.0","10.0","4.6","0.21"
46,"18",1,"BMW",1995,"OK",2,"2017-06-01 15:04:56","2017-06-01 21:04:56","86.0","40.0","10.0","10.4",NULL
41,"16",1,"Audi",2014,"CA",2,"2019-01-14 08:56:04","2019-01-14 09:40:40","60.1","36.0","10.0","31.1",NULL
30,"12",3,"Ford",2007,"MO",3,"2020-11-20 17:20:15","2020-11-20 19:47:07","64.0","58.0","10.0","9.0","0.0"
38,"16",1,"Mercedes",2014,"CA",2,"2018-10-28 10:39:11","2018-10-28 11:23:49","68.0","68.0","10.0","8.1",NULL
21,"21",1,"Honda",2003,"CA",2,"2020-11-01 18:20:00.000000000","2020-11-02 00:59:30.000000000","65.0","87.0","9.0","3.0","0.0"
36,"15",3,"Nissan",1999,"CA",2,"2020-02-28 21:40:00","2020-02-29 00:52:24","66.0","47.0","10.0","0.0","0.0"
33,"21",1,"Suburu",2009,"CA",2,"2019-11-04 17:39:00","2019-11-04 18:10:49","62.0","46.0","10.0","0.0","0.0"
35,"1",1,"Saab",2005,"CA",2,"2019-10-29 10:54:02","2019-10-29 12:23:46","57.0","32.0","10.0","12.0","0.0"
48,"17",3,"Toyota",2013,"NY",3,"2018-10-20 15:15:03","2018-10-20 15:44:42","62.1","52.0","10.0","11.5",NULL
36,"5",3,"Saab",2003,"OR",2,"2019-04-08 07:55:21","2019-04-08 11:55:21","49.0","97.0","10.0","9.0","0.02"
58,"15",3,"Volkswagen",2009,"WA",3,"2018-03-09 09:08:53","2018-03-09 15:08:53","45.0","76.0","10.0","8.1",NULL
31,"2",4,"Accura",2011,"OH",4,"2018-09-26 04:31:43","2018-09-26 05:01:29","68.0","100.0","10.0","10.4",NULL
31,"3",1,"Accura",2015,"FL",2,"2016-12-14 13:44:24","2016-12-14 14:28:34","86.0","59.0","10.0","6.9",NULL
57,"19",1,"Ford",2012,"MI",2,"2017-11-09 12:30:29","2017-11-09 18:30:29","45.0","53.0","10.0","13.8",NULL
46,"17",1,"Jeep",2003,"CA",2,"2020-12-04 03:15:32","2020-12-04 05:14:07","47.0","46.0","10.0","0.0","0.0"
27,"7",1,"Saab",2015,"KS",2,"2016-07-18 09:15:32","2016-07-18 15:15:32","80.1","79.0","10.0","8.1",NULL
